playlist_id,media_item_id,ingest_timestamp,position
4,485,2022-05-19 13:44:44.291457,161
4,617,2022-05-19 13:44:44.830261,194
4,636,2022-05-19 13:44:44.631612,182
4,677,2022-05-19 13:44:43.582161,118
4,829,2022-05-19 13:44:42.175879,51
4,939,2022-05-19 13:44:45.652971,242
4,997,2022-05-19 13:44:41.92014,35
4,1019,2022-05-19 13:44:44.193849,154
4,1036,2022-05-19 13:44:44.325864,163
5,4,2022-05-19 13:42:22.313016,8
5,23,2022-05-19 13:42:22.447943,17
5,33,2022-05-19 13:42:22.635399,28
5,196,2022-05-19 13:42:23.044625,52
5,283,2022-05-19 13:42:22.420475,15
5,292,2022-05-19 13:42:24.051976,112
5,425,2022-05-19 13:42:23.639299,88
5,703,2022-05-19 13:42:22.18817,0
5,718,2022-05-19 13:42:23.380796,71
6,19,2022-05-19 12:19:27.521437,76
6,61,2022-05-19 12:19:26.106472,19
6,140,2022-05-19 12:19:28.062536,98
6,216,2022-05-19 12:19:29.097168,143
6,439,2022-05-19 12:19:26.177965,22
6,468,2022-05-19 12:19:29.194087,147
6,539,2022-05-19 12:19:28.97806,138
6,568,2022-05-19 12:19:27.178755,62
6,653,2022-05-19 12:19:25.974204,13
6,667,2022-05-19 12:19:26.468427,35
7,261,2022-05-19 13:12:19.365331,28
7,630,2022-05-19 13:12:19.032093,15
7,1026,2022-05-19 13:12:18.834902,7
8,135,2022-05-19 13:23:20.683878,2
8,257,2022-05-19 13:23:21.152781,25
8,360,2022-05-19 13:23:22.521825,90
8,422,2022-05-19 13:23:22.091244,69
8,513,2022-05-19 13:23:22.545384,91
8,702,2022-05-19 13:23:21.805786,55
8,897,2022-05-19 13:23:21.230282,29
8,949,2022-05-19 13:23:23.59552,147
9,692,2022-05-19 12:19:21.837175,39
9,937,2022-05-19 12:19:21.531584,22
10,6,2022-05-19 13:13:14.448069,103
10,105,2022-05-19 13:13:13.422054,52
10,178,2022-05-19 13:13:14.149931,89
10,218,2022-05-19 13:13:13.46014,54
10,447,2022-05-19 13:13:13.6765,66
10,499,2022-05-19 13:13:13.21758,39
10,586,2022-05-19 13:13:13.269236,42
10,624,2022-05-19 13:13:15.750069,171
10,642,2022-05-19 13:13:13.302552,44
10,678,2022-05-19 13:13:13.345056,47
10,954,2022-05-19 13:13:15.610978,162
10,974,2022-05-19 13:13:14.521979,106
10,975,2022-05-19 13:13:13.284724,43
10,1011,2022-05-19 13:13:14.723376,115
1,5,2022-05-19 12:31:22.366515,49
1,9,2022-05-19 12:31:21.280279,1
1,14,2022-05-19 12:31:22.652554,66
1,288,2022-05-19 12:31:21.85703,24
1,550,2022-05-19 12:31:21.574388,13
1,702,2022-05-19 12:31:21.547389,12
1,800,2022-05-19 12:31:22.278407,44
1,987,2022-05-19 12:31:22.842592,75
2,64,2022-05-19 13:44:51.800327,84
2,189,2022-05-19 13:44:50.885141,28
2,205,2022-05-19 13:44:53.210525,159
2,224,2022-05-19 13:44:52.416177,118
2,229,2022-05-19 13:44:53.951874,196
2,255,2022-05-19 13:44:53.45713,171
2,326,2022-05-19 13:44:51.078071,39
2,713,2022-05-19 13:44:51.323202,52
2,715,2022-05-19 13:44:52.824931,136
2,859,2022-05-19 13:44:50.546569,10
2,953,2022-05-19 13:44:52.925523,142
2,956,2022-05-19 13:44:52.001212,99
3,37,2022-05-19 12:32:12.422398,53
3,54,2022-05-19 12:32:12.534294,56
3,408,2022-05-19 12:32:11.382455,15
3,444,2022-05-19 12:32:12.272045,47
3,587,2022-05-19 12:32:12.115319,40
3,619,2022-05-19 12:32:13.170469,83
3,806,2022-05-19 12:32:11.298519,12
3,958,2022-05-19 12:32:11.466161,18
4,4,2022-05-19 13:44:41.556698,11
4,23,2022-05-19 13:44:41.748294,23
4,24,2022-05-19 13:44:44.849788,195
4,72,2022-05-19 13:44:41.905411,34
4,120,2022-05-19 13:44:43.206414,96
4,196,2022-05-19 13:44:42.104645,48
4,203,2022-05-19 13:44:44.232344,157
4,206,2022-05-19 13:44:42.061091,45
4,283,2022-05-19 13:44:41.646957,17
4,284,2022-05-19 13:44:42.853039,78
4,425,2022-05-19 13:44:41.876278,32
4,465,2022-05-19 13:44:44.901494,198
4,503,2022-05-19 13:44:43.601334,119
4,572,2022-05-19 13:44:42.680472,69
4,585,2022-05-19 13:44:41.458442,5
4,830,2022-05-19 13:44:41.409023,2
4,879,2022-05-19 13:44:45.468931,231
4,951,2022-05-19 13:44:45.667596,243
4,968,2022-05-19 13:44:45.414279,228
4,982,2022-05-19 13:44:45.352588,225
4,985,2022-05-19 13:44:44.142126,151
5,275,2022-05-19 13:42:22.498319,20
5,355,2022-05-19 13:42:24.063824,113
5,472,2022-05-19 13:42:22.92076,45
5,485,2022-05-19 13:42:23.855767,101
5,536,2022-05-19 13:42:23.065037,53
5,620,2022-05-19 13:42:23.395623,72
5,733,2022-05-19 13:42:23.578145,84
5,836,2022-05-19 13:42:22.375087,12
6,167,2022-05-19 12:19:28.723093,127
6,357,2022-05-19 12:19:28.516014,118
6,527,2022-05-19 12:19:28.609335,122
6,646,2022-05-19 12:19:27.475022,74
6,838,2022-05-19 12:19:26.385278,31
6,937,2022-05-19 12:19:27.962542,94
7,266,2022-05-19 13:12:18.897916,10
7,657,2022-05-19 13:12:19.094685,17
8,12,2022-05-19 13:23:23.205844,126
8,697,2022-05-19 13:23:21.59344,46
8,708,2022-05-19 13:23:21.354096,35
8,1023,2022-05-19 13:23:21.195626,27
9,539,2022-05-19 12:19:21.401838,17
9,653,2022-05-19 12:19:21.616716,27
10,235,2022-05-19 13:13:13.918466,77
10,496,2022-05-19 13:13:16.092744,190
10,557,2022-05-19 13:13:15.822981,176
10,619,2022-05-19 13:13:14.67731,113
10,710,2022-05-19 13:13:16.072245,189
10,723,2022-05-19 13:13:15.807925,175
10,728,2022-05-19 13:13:14.999307,130
10,760,2022-05-19 13:13:14.621825,110
10,865,2022-05-19 13:13:15.551122,158
10,880,2022-05-19 13:13:15.595092,161
1,527,2022-05-19 12:31:22.199484,39
1,595,2022-05-19 12:31:23.050802,87
2,42,2022-05-19 13:44:51.232422,47
2,124,2022-05-19 13:44:50.91645,30
2,170,2022-05-19 13:44:52.910232,141
2,195,2022-05-19 13:44:53.599501,177
2,217,2022-05-19 13:44:53.892819,193
2,289,2022-05-19 13:44:52.595173,126
2,296,2022-05-19 13:44:52.653345,128
2,325,2022-05-19 13:44:53.753607,185
2,367,2022-05-19 13:44:50.973648,33
2,662,2022-05-19 13:44:50.450032,5
2,682,2022-05-19 13:44:52.336089,114
2,716,2022-05-19 13:44:52.784837,134
2,758,2022-05-19 13:44:53.436253,170
2,811,2022-05-19 13:44:50.428677,4
2,855,2022-05-19 13:44:52.895536,140
2,1034,2022-05-19 13:44:52.047216,102
3,70,2022-05-19 12:32:11.124479,4
3,413,2022-05-19 12:32:11.225482,8
3,597,2022-05-19 12:32:11.72717,27
3,661,2022-05-19 12:32:12.856693,69
3,662,2022-05-19 12:32:11.354505,14
3,887,2022-05-19 12:32:13.067301,78
4,21,2022-05-19 13:44:45.002929,205
4,123,2022-05-19 13:44:44.025945,143
4,133,2022-05-19 13:44:43.249082,99
4,263,2022-05-19 13:44:44.422726,169
4,305,2022-05-19 13:44:45.708039,246
4,346,2022-05-19 13:44:43.341463,104
4,411,2022-05-19 13:44:44.64607,183
4,744,2022-05-19 13:44:45.217204,217
4,746,2022-05-19 13:44:43.9657,140
4,750,2022-05-19 13:44:42.833299,77
4,759,2022-05-19 13:44:42.663178,68
4,819,2022-05-19 13:44:44.661776,184
4,950,2022-05-19 13:44:44.93072,200
4,971,2022-05-19 13:44:43.619458,120
4,1022,2022-05-19 13:44:45.16204,214
5,10,2022-05-19 13:42:22.204987,1
5,405,2022-05-19 13:42:22.537941,22
5,428,2022-05-19 13:42:22.392537,13
5,706,2022-05-19 13:42:22.2222,2
5,837,2022-05-19 13:42:22.58589,25
5,843,2022-05-19 13:42:23.626407,87
5,845,2022-05-19 13:42:22.653494,29
5,964,2022-05-19 13:42:24.117826,116
6,5,2022-05-19 12:19:29.119126,144
6,9,2022-05-19 12:19:25.894465,10
6,79,2022-05-19 12:19:28.498287,117
6,273,2022-05-19 12:19:27.208532,63
6,288,2022-05-19 12:19:27.408007,71
6,422,2022-05-19 12:19:27.293849,67
6,513,2022-05-19 12:19:28.850343,133
6,550,2022-05-19 12:19:26.664756,42
6,702,2022-05-19 12:19:27.153543,61
6,741,2022-05-19 12:19:26.22739,24
6,800,2022-05-19 12:19:28.106861,100
6,944,2022-05-19 12:19:26.034451,16
6,967,2022-05-19 12:19:29.071108,142
6,987,2022-05-19 12:19:26.150138,21
7,287,2022-05-19 13:12:18.724298,2
8,19,2022-05-19 13:23:22.151968,72
8,209,2022-05-19 13:23:21.708385,51
8,412,2022-05-19 13:23:23.333126,134
8,530,2022-05-19 13:23:23.359243,135
8,631,2022-05-19 13:23:23.011361,116
8,653,2022-05-19 13:23:21.682259,50
8,1008,2022-05-19 13:23:23.50288,143
10,128,2022-05-19 13:13:12.796473,15
10,309,2022-05-19 13:13:16.037247,187
10,533,2022-05-19 13:13:14.858848,122
10,798,2022-05-19 13:13:15.70451,168
10,817,2022-05-19 13:13:13.066843,31
10,818,2022-05-19 13:13:12.688661,9
10,828,2022-05-19 13:13:15.020573,131
1,19,2022-05-19 12:31:21.903236,26
1,169,2022-05-19 12:31:23.242571,98
1,580,2022-05-19 12:31:22.010068,30
1,653,2022-05-19 12:31:22.16337,37
1,673,2022-05-19 12:31:21.760696,19
1,675,2022-05-19 12:31:22.510958,58
2,90,2022-05-19 13:44:53.524141,174
2,231,2022-05-19 13:44:51.559376,67
2,241,2022-05-19 13:44:53.780568,187
2,427,2022-05-19 13:44:52.285423,112
2,551,2022-05-19 13:44:53.677511,181
2,731,2022-05-19 13:44:52.57619,125
2,801,2022-05-19 13:44:53.094794,153
2,841,2022-05-19 13:44:52.35368,115
2,860,2022-05-19 13:44:52.01431,100
2,877,2022-05-19 13:44:53.188079,158
3,77,2022-05-19 12:32:12.963449,73
3,380,2022-05-19 12:32:12.745945,64
4,10,2022-05-19 13:44:41.488939,7
4,18,2022-05-19 13:44:41.54213,10
4,29,2022-05-19 13:44:42.792206,75
4,34,2022-05-19 13:44:44.744168,189
4,321,2022-05-19 13:44:44.959537,202
4,528,2022-05-19 13:44:43.187256,95
4,635,2022-05-19 13:44:45.736513,248
4,805,2022-05-19 13:44:42.891059,80
4,843,2022-05-19 13:44:44.16211,152
5,95,2022-05-19 13:42:23.466116,77
5,123,2022-05-19 13:42:24.147215,118
5,148,2022-05-19 13:42:24.003232,109
5,278,2022-05-19 13:42:23.243648,63
5,449,2022-05-19 13:42:24.102242,115
5,555,2022-05-19 13:42:23.409646,73
5,863,2022-05-19 13:42:23.102506,55
5,874,2022-05-19 13:42:23.609745,86
5,945,2022-05-19 13:42:23.680058,91
5,971,2022-05-19 13:42:23.755949,96
5,1015,2022-05-19 13:42:23.49598,79
6,20,2022-05-19 12:19:27.497859,75
6,36,2022-05-19 12:19:28.017565,96
6,68,2022-05-19 12:19:27.000712,55
6,146,2022-05-19 12:19:28.239406,106
6,274,2022-05-19 12:19:28.176979,103
6,328,2022-05-19 12:19:28.335301,110
6,415,2022-05-19 12:19:26.894117,51
6,541,2022-05-19 12:19:27.992259,95
6,791,2022-05-19 12:19:26.719779,44
6,793,2022-05-19 12:19:28.96021,137
6,927,2022-05-19 12:19:26.583144,39
7,629,2022-05-19 13:12:19.130617,18
8,74,2022-05-19 13:23:22.576947,93
8,246,2022-05-19 13:23:23.086539,120
8,391,2022-05-19 13:23:21.740891,52
8,429,2022-05-19 13:23:21.548191,44
8,474,2022-05-19 13:23:23.130038,122
8,961,2022-05-19 13:23:23.264988,130
9,482,2022-05-19 12:19:21.274231,12
9,987,2022-05-19 12:19:21.770107,35
10,7,2022-05-19 13:13:15.483801,154
10,112,2022-05-19 13:13:13.89721,76
10,187,2022-05-19 13:13:14.082147,86
10,256,2022-05-19 13:13:15.980436,184
10,297,2022-05-19 13:13:13.693708,67
10,380,2022-05-19 13:13:12.920176,22
10,434,2022-05-19 13:13:13.16911,36
10,502,2022-05-19 13:13:15.566327,159
10,590,2022-05-19 13:13:13.785798,71
10,591,2022-05-19 13:13:14.555521,107
10,683,2022-05-19 13:13:14.875354,123
10,825,2022-05-19 13:13:13.806924,72
10,930,2022-05-19 13:13:15.153927,137
10,1010,2022-05-19 13:13:12.651107,7
1,10,2022-05-19 12:31:21.338625,3
1,29,2022-05-19 12:31:22.329665,47
1,428,2022-05-19 12:31:21.502536,10
1,442,2022-05-19 12:31:23.033902,86
1,706,2022-05-19 12:31:22.26137,43
1,837,2022-05-19 12:31:21.779172,20
1,843,2022-05-19 12:31:23.072047,88
2,28,2022-05-19 13:44:52.084027,104
2,60,2022-05-19 13:44:51.658197,74
2,63,2022-05-19 13:44:53.38758,167
2,145,2022-05-19 13:44:51.391608,56
2,282,2022-05-19 13:44:53.342708,165
2,303,2022-05-19 13:44:51.730212,79
2,365,2022-05-19 13:44:52.999408,147
2,397,2022-05-19 13:44:51.744025,80
2,452,2022-05-19 13:44:52.861488,138
2,545,2022-05-19 13:44:50.473809,6
2,600,2022-05-19 13:44:53.766827,186
2,742,2022-05-19 13:44:52.251493,111
2,748,2022-05-19 13:44:52.635152,127
2,799,2022-05-19 13:44:51.494821,63
2,861,2022-05-19 13:44:53.112343,154
2,905,2022-05-19 13:44:51.358854,54
2,1001,2022-05-19 13:44:53.931568,195
2,1032,2022-05-19 13:44:50.630495,14
3,88,2022-05-19 12:32:13.396086,92
3,314,2022-05-19 12:32:12.82168,68
3,320,2022-05-19 12:32:13.129185,81
3,368,2022-05-19 12:32:11.825055,30
3,463,2022-05-19 12:32:12.727721,63
3,489,2022-05-19 12:32:13.353428,90
3,515,2022-05-19 12:32:11.998889,36
3,531,2022-05-19 12:32:12.203398,44
3,735,2022-05-19 12:32:13.457923,94
3,996,2022-05-19 12:32:13.521733,96
4,8,2022-05-19 13:44:45.527534,234
4,13,2022-05-19 13:44:45.066708,209
4,46,2022-05-19 13:44:44.727175,188
4,66,2022-05-19 13:44:44.045146,144
4,140,2022-05-19 13:44:41.587034,13
4,149,2022-05-19 13:44:42.032457,43
4,240,2022-05-19 13:44:45.300492,222
4,335,2022-05-19 13:44:41.474731,6
4,340,2022-05-19 13:44:44.308347,162
4,348,2022-05-19 13:44:44.489162,173
4,580,2022-05-19 13:44:44.562727,178
4,584,2022-05-19 13:44:42.11969,49
4,592,2022-05-19 13:44:42.50901,61
4,796,2022-05-19 13:44:44.550848,177
4,850,2022-05-19 13:44:41.845776,30
4,988,2022-05-19 13:44:43.982105,141
4,1014,2022-05-19 13:44:41.952928,37
5,167,2022-05-19 13:42:24.037176,111
5,429,2022-05-19 13:42:22.88242,43
5,471,2022-05-19 13:42:22.285424,6
5,475,2022-05-19 13:42:23.960823,107
5,527,2022-05-19 13:42:22.896477,44
6,31,2022-05-19 12:19:26.799254,47
6,249,2022-05-19 12:19:27.051173,57
6,275,2022-05-19 12:19:26.502837,36
6,403,2022-05-19 12:19:26.97114,54
6,536,2022-05-19 12:19:27.228438,64
6,681,2022-05-19 12:19:26.84407,49
6,789,2022-05-19 12:19:28.90731,135
6,836,2022-05-19 12:19:25.763887,4
6,1016,2022-05-19 12:19:27.921863,92
8,100,2022-05-19 13:23:23.184,125
8,245,2022-05-19 13:23:21.398694,37
8,276,2022-05-19 13:23:23.030572,117
8,399,2022-05-19 13:23:22.823396,105
8,400,2022-05-19 13:23:23.280262,131
8,714,2022-05-19 13:23:21.210227,28
8,769,2022-05-19 13:23:22.838217,106
8,890,2022-05-19 13:23:23.544258,145
8,938,2022-05-19 13:23:22.28005,78
8,945,2022-05-19 13:23:22.375757,83
9,4,2022-05-19 12:19:21.226058,10
9,56,2022-05-19 12:19:21.373387,16
9,283,2022-05-19 12:19:21.803632,37
9,315,2022-05-19 12:19:21.598997,26
9,669,2022-05-19 12:19:21.436076,18
9,703,2022-05-19 12:19:21.02518,1
9,729,2022-05-19 12:19:21.349961,15
10,2,2022-05-19 13:13:15.466053,153
10,129,2022-05-19 13:13:15.131475,136
10,228,2022-05-19 13:13:14.281452,96
10,308,2022-05-19 13:13:14.798101,119
10,407,2022-05-19 13:13:15.060174,133
10,545,2022-05-19 13:13:15.082954,134
10,575,2022-05-19 13:13:15.50139,155
1,62,2022-05-19 12:31:22.234167,41
1,168,2022-05-19 12:31:22.755588,71
1,676,2022-05-19 12:31:22.556589,61
1,970,2022-05-19 12:31:21.717611,17
1,983,2022-05-19 12:31:22.138997,36
2,17,2022-05-19 13:44:51.525284,65
2,30,2022-05-19 13:44:51.919653,93
2,65,2022-05-19 13:44:50.345303,1
2,172,2022-05-19 13:44:53.302597,163
2,184,2022-05-19 13:44:50.645859,15
2,374,2022-05-19 13:44:53.269266,162
2,383,2022-05-19 13:44:52.097937,105
2,462,2022-05-19 13:44:51.214417,46
2,561,2022-05-19 13:44:51.944273,95
2,609,2022-05-19 13:44:51.462249,61
2,684,2022-05-19 13:44:51.861083,89
2,767,2022-05-19 13:44:53.734177,184
2,800,2022-05-19 13:44:51.90448,92
2,813,2022-05-19 13:44:51.598243,70
2,868,2022-05-19 13:44:52.20019,109
2,928,2022-05-19 13:44:52.142632,107
3,213,2022-05-19 12:32:13.576987,98
3,366,2022-05-19 12:32:13.011192,75
3,458,2022-05-19 12:32:13.224964,85
3,486,2022-05-19 12:32:11.919774,33
3,726,2022-05-19 12:32:13.326518,89
3,788,2022-05-19 12:32:12.782183,66
3,857,2022-05-19 12:32:11.155478,5
3,875,2022-05-19 12:32:12.941394,72
4,53,2022-05-19 13:44:43.044136,87
4,126,2022-05-19 13:44:45.593374,238
4,138,2022-05-19 13:44:42.7198,71
4,176,2022-05-19 13:44:43.171299,94
4,258,2022-05-19 13:44:44.976645,203
4,446,2022-05-19 13:44:45.610607,239
4,469,2022-05-19 13:44:45.030096,207
4,473,2022-05-19 13:44:44.355027,165
4,501,2022-05-19 13:44:41.632687,16
4,540,2022-05-19 13:44:45.130838,212
4,558,2022-05-19 13:44:41.676431,19
4,649,2022-05-19 13:44:43.413657,108
4,736,2022-05-19 13:44:42.072031,46
4,777,2022-05-19 13:44:45.268873,220
4,835,2022-05-19 13:44:45.249194,219
4,955,2022-05-19 13:44:43.871559,134
4,957,2022-05-19 13:44:45.048909,208
4,978,2022-05-19 13:44:45.399751,227
4,1005,2022-05-19 13:44:44.180861,153
5,11,2022-05-19 13:42:22.804254,38
5,544,2022-05-19 13:42:23.928757,105
5,696,2022-05-19 13:42:22.327566,9
5,893,2022-05-19 13:42:22.939584,46
5,981,2022-05-19 13:42:23.342649,69
6,125,2022-05-19 12:19:25.828272,7
6,533,2022-05-19 12:19:26.015311,15
6,553,2022-05-19 12:19:26.402847,32
6,569,2022-05-19 12:19:29.140716,145
6,647,2022-05-19 12:19:28.260388,107
6,662,2022-05-19 12:19:25.679159,0
6,663,2022-05-19 12:19:27.077876,58
6,808,2022-05-19 12:19:27.132401,60
6,992,2022-05-19 12:19:27.777606,86
7,70,2022-05-19 13:12:18.679817,0
7,239,2022-05-19 13:12:19.3438,27
7,388,2022-05-19 13:12:19.32418,26
7,811,2022-05-19 13:12:19.157472,19
8,6,2022-05-19 13:23:20.849227,10
8,152,2022-05-19 13:23:23.161351,124
8,185,2022-05-19 13:23:22.807766,104
8,529,2022-05-19 13:23:21.617846,47
8,651,2022-05-19 13:23:22.302153,79
8,705,2022-05-19 13:23:23.10874,121
8,757,2022-05-19 13:23:21.507648,42
9,363,2022-05-19 12:19:21.492623,20
9,392,2022-05-19 12:19:21.736672,33
9,686,2022-05-19 12:19:21.694377,31
10,44,2022-05-19 13:13:13.121405,34
10,154,2022-05-19 13:13:15.040316,132
10,162,2022-05-19 13:13:16.242963,199
10,177,2022-05-19 13:13:15.867848,178
10,198,2022-05-19 13:13:14.89012,124
10,225,2022-05-19 13:13:12.853094,18
10,332,2022-05-19 13:13:12.906874,21
10,422,2022-05-19 13:13:14.334749,98
10,506,2022-05-19 13:13:13.645638,64
10,594,2022-05-19 13:13:13.551741,59
10,701,2022-05-19 13:13:13.828396,73
10,702,2022-05-19 13:13:14.757819,117
10,788,2022-05-19 13:13:16.15019,193
10,812,2022-05-19 13:13:13.661906,65
10,854,2022-05-19 13:13:13.969606,80
1,11,2022-05-19 12:31:21.983812,29
1,509,2022-05-19 12:31:22.817015,74
1,670,2022-05-19 12:31:22.055676,32
1,696,2022-05-19 12:31:21.410283,6
1,893,2022-05-19 12:31:22.247379,42
1,936,2022-05-19 12:31:22.572257,62
1,981,2022-05-19 12:31:22.675629,67
2,15,2022-05-19 13:44:50.661875,16
2,163,2022-05-19 13:44:51.782831,83
2,204,2022-05-19 13:44:53.322,164
2,275,2022-05-19 13:44:51.837386,87
2,364,2022-05-19 13:44:53.637849,179
2,479,2022-05-19 13:44:51.002536,35
2,677,2022-05-19 13:44:53.249544,161
2,738,2022-05-19 13:44:53.012151,148
2,829,2022-05-19 13:44:52.550416,124
2,997,2022-05-19 13:44:51.434227,59
3,166,2022-05-19 12:32:11.901266,32
3,480,2022-05-19 12:32:11.978255,35
4,6,2022-05-19 13:44:41.441154,4
4,38,2022-05-19 13:44:42.541809,62
4,73,2022-05-19 13:44:45.639023,241
4,94,2022-05-19 13:44:43.533393,115
4,147,2022-05-19 13:44:44.581084,179
4,164,2022-05-19 13:44:41.692079,20
4,293,2022-05-19 13:44:41.599906,14
4,436,2022-05-19 13:44:42.813058,76
4,451,2022-05-19 13:44:42.872461,79
4,488,2022-05-19 13:44:44.713637,187
4,665,2022-05-19 13:44:43.914818,137
4,761,2022-05-19 13:44:45.336834,224
4,831,2022-05-19 13:44:44.765538,190
4,882,2022-05-19 13:44:43.567806,117
4,935,2022-05-19 13:44:42.773482,74
4,976,2022-05-19 13:44:41.760608,24
5,62,2022-05-19 13:42:23.2288,62
5,96,2022-05-19 13:42:23.808905,99
5,168,2022-05-19 13:42:23.438102,75
5,194,2022-05-19 13:42:22.670694,30
5,409,2022-05-19 13:42:23.773357,97
5,676,2022-05-19 13:42:23.277376,65
5,970,2022-05-19 13:42:22.550944,23
6,279,2022-05-19 12:19:28.875913,134
6,545,2022-05-19 12:19:25.921454,11
6,604,2022-05-19 12:19:28.560913,120
6,799,2022-05-19 12:19:28.088169,99
6,847,2022-05-19 12:19:28.537295,119
7,71,2022-05-19 13:12:19.247481,23
8,202,2022-05-19 13:23:22.981135,114
8,281,2022-05-19 13:23:23.294307,132
8,333,2022-05-19 13:23:20.668118,1
8,456,2022-05-19 13:23:23.644773,149
8,621,2022-05-19 13:23:22.208938,75
8,632,2022-05-19 13:23:23.452269,140
8,659,2022-05-19 13:23:21.431881,39
8,886,2022-05-19 13:23:22.414678,85
9,519,2022-05-19 12:19:21.252148,11
10,22,2022-05-19 13:13:15.415883,150
10,32,2022-05-19 13:13:14.979927,129
10,81,2022-05-19 13:13:13.738132,69
10,97,2022-05-19 13:13:15.199355,139
10,179,2022-05-19 13:13:15.624859,163
10,180,2022-05-19 13:13:13.954276,79
10,183,2022-05-19 13:13:14.60393,109
10,306,2022-05-19 13:13:15.10755,135
10,351,2022-05-19 13:13:15.950992,182
10,440,2022-05-19 13:13:14.398551,101
10,681,2022-05-19 13:13:12.830933,17
10,745,2022-05-19 13:13:14.927624,126
10,918,2022-05-19 13:13:13.877319,75
10,933,2022-05-19 13:13:12.937137,23
10,952,2022-05-19 13:13:16.133149,192
10,969,2022-05-19 13:13:14.03479,83
1,4,2022-05-19 12:31:21.360521,4
1,23,2022-05-19 12:31:21.524954,11
1,33,2022-05-19 12:31:21.796551,21
1,136,2022-05-19 12:31:22.974451,82
1,196,2022-05-19 12:31:23.019074,85
1,283,2022-05-19 12:31:21.428374,7
1,425,2022-05-19 12:31:22.100053,34
1,669,2022-05-19 12:31:21.81557,22
1,999,2022-05-19 12:31:22.07514,33
2,53,2022-05-19 13:44:51.768014,82
2,138,2022-05-19 13:44:53.028263,149
2,176,2022-05-19 13:44:51.613008,71
2,349,2022-05-19 13:44:51.988173,98
2,558,2022-05-19 13:44:50.743424,20
2,649,2022-05-19 13:44:51.289098,50
2,736,2022-05-19 13:44:50.800033,23
2,955,2022-05-19 13:44:53.173931,157
2,1005,2022-05-19 13:44:53.693411,182
3,151,2022-05-19 12:32:12.798869,67
3,333,2022-05-19 12:32:12.652016,60
3,694,2022-05-19 12:32:12.497092,55
3,794,2022-05-19 12:32:11.618941,23
3,910,2022-05-19 12:32:13.542641,97
4,17,2022-05-19 13:44:42.147664,50
4,30,2022-05-19 13:44:43.272781,100
4,65,2022-05-19 13:44:41.394196,1
4,115,2022-05-19 13:44:45.198043,216
4,143,2022-05-19 13:44:44.086629,147
4,371,2022-05-19 13:44:44.37175,166
4,462,2022-05-19 13:44:41.777998,25
4,498,2022-05-19 13:44:45.62376,240
4,500,2022-05-19 13:44:45.283729,221
4,561,2022-05-19 13:44:42.629696,66
4,609,2022-05-19 13:44:41.820068,28
4,684,2022-05-19 13:44:42.64912,67
4,800,2022-05-19 13:44:43.688678,124
4,813,2022-05-19 13:44:42.086035,47
4,868,2022-05-19 13:44:43.495876,113
4,928,2022-05-19 13:44:43.095262,89
4,1004,2022-05-19 13:44:45.485096,232
5,36,2022-05-19 13:42:23.722737,94
5,274,2022-05-19 13:42:23.194041,60
5,328,2022-05-19 13:42:23.513775,80
5,541,2022-05-19 13:42:23.480228,78
5,708,2022-05-19 13:42:23.423007,74
5,773,2022-05-19 13:42:22.298206,7
5,791,2022-05-19 13:42:22.516223,21
6,87,2022-05-19 12:19:28.744437,128
6,400,2022-05-19 12:19:25.785359,5
6,404,2022-05-19 12:19:27.861902,89
6,555,2022-05-19 12:19:28.289796,108
6,945,2022-05-19 12:19:26.444272,34
7,435,2022-05-19 13:12:18.743663,3
8,52,2022-05-19 13:23:21.994016,64
8,92,2022-05-19 13:23:22.058497,67
8,132,2022-05-19 13:23:21.006477,18
8,522,2022-05-19 13:23:23.391262,137
8,536,2022-05-19 13:23:22.030975,66
8,681,2022-05-19 13:23:21.97705,63
8,960,2022-05-19 13:23:22.558912,92
8,1018,2022-05-19 13:23:22.241335,76
9,10,2022-05-19 12:19:21.709916,32
9,18,2022-05-19 12:19:21.300689,13
9,426,2022-05-19 12:19:21.657731,29
9,571,2022-05-19 12:19:21.115701,5
9,768,2022-05-19 12:19:21.042951,2
9,916,2022-05-19 12:19:21.069623,3
9,986,2022-05-19 12:19:21.321161,14
10,151,2022-05-19 13:13:13.094037,33
10,161,2022-05-19 13:13:14.813649,120
10,188,2022-05-19 13:13:14.314023,97
10,372,2022-05-19 13:13:16.053069,188
10,373,2022-05-19 13:13:15.76409,172
10,606,2022-05-19 13:13:14.229897,93
10,616,2022-05-19 13:13:14.098691,87
10,640,2022-05-19 13:13:13.604744,62
10,645,2022-05-19 13:13:14.213153,92
10,654,2022-05-19 13:13:15.794089,174
10,688,2022-05-19 13:13:15.180368,138
10,790,2022-05-19 13:13:15.733923,170
10,839,2022-05-19 13:13:16.208299,197
10,991,2022-05-19 13:13:13.388722,50
1,125,2022-05-19 12:31:21.604129,14
1,159,2022-05-19 12:31:23.105134,90
1,533,2022-05-19 12:31:21.683384,16
1,552,2022-05-19 12:31:22.960681,81
1,662,2022-05-19 12:31:21.252855,0
1,822,2022-05-19 12:31:22.295351,45
2,130,2022-05-19 13:44:50.987827,34
2,319,2022-05-19 13:44:50.592231,12
2,336,2022-05-19 13:44:51.848888,88
2,466,2022-05-19 13:44:52.877699,139
2,481,2022-05-19 13:44:53.505285,173
2,527,2022-05-19 13:44:51.671314,75
2,563,2022-05-19 13:44:52.84355,137
2,583,2022-05-19 13:44:50.854513,26
